time,"P(B1|X1)","P(B1|X5)","P(B5|X9)","P(B1|X9)","P(B1|X6)","P(B1|X8)","P(B2|X9)","P(B3|X9)","P(B4|X9)","P(B6|X9)","P(B1|X12)"
2.924000e-10,3.200191e+01,3.219619e+01,3.208818e+01,-6.398865e+00,2.571727e+01,2.590987e+01,2.581390e+01,2.561064e+01,2.553136e+01,2.575929e+01,2.591335e+01
2.926000e-10,3.200195e+01,3.219614e+01,3.208847e+01,-6.398439e+00,2.571725e+01,2.590985e+01,2.581387e+01,2.561080e+01,2.553151e+01,2.575794e+01,2.591333e+01
2.928000e-10,3.200199e+01,3.219607e+01,3.208867e+01,-6.398125e+00,2.571724e+01,2.590984e+01,2.581384e+01,2.561098e+01,2.553147e+01,2.575661e+01,2.591338e+01
2.930000e-10,3.200203e+01,3.219599e+01,3.208874e+01,-6.397945e+00,2.571725e+01,2.590984e+01,2.581382e+01,2.561117e+01,2.553124e+01,2.575540e+01,2.591347e+01
2.932000e-10,3.200207e+01,3.219592e+01,3.208870e+01,-6.397909e+00,2.571726e+01,2.590985e+01,2.581382e+01,2.561133e+01,2.553086e+01,2.575439e+01,2.591361e+01
2.934000e-10,3.200210e+01,3.219585e+01,3.208854e+01,-6.398020e+00,2.571728e+01,2.590987e+01,2.581383e+01,2.561148e+01,2.553035e+01,2.575364e+01,2.591378e+01
2.936000e-10,3.200213e+01,3.219579e+01,3.208829e+01,-6.398264e+00,2.571731e+01,2.590990e+01,2.581386e+01,2.561158e+01,2.552976e+01,2.575317e+01,2.591397e+01
2.938000e-10,3.200215e+01,3.219576e+01,3.208796e+01,-6.398621e+00,2.571734e+01,2.590992e+01,2.581390e+01,2.561165e+01,2.552914e+01,2.575301e+01,2.591416e+01
2.940000e-10,3.200215e+01,3.219575e+01,3.208759e+01,-6.399062e+00,2.571736e+01,2.590995e+01,2.581395e+01,2.561166e+01,2.552854e+01,2.575314e+01,2.591434e+01
2.942000e-10,3.200215e+01,3.219575e+01,3.208721e+01,-6.399550e+00,2.571739e+01,2.590998e+01,2.581400e+01,2.561162e+01,2.552799e+01,2.575352e+01,2.591448e+01
2.944000e-10,3.200214e+01,3.219579e+01,3.208684e+01,-6.400049e+00,2.571742e+01,2.591001e+01,2.581406e+01,2.561154e+01,2.552753e+01,2.575411e+01,2.591460e+01
2.946000e-10,3.200213e+01,3.219583e+01,3.208651e+01,-6.400520e+00,2.571744e+01,2.591003e+01,2.581411e+01,2.561142e+01,2.552719e+01,2.575484e+01,2.591466e+01
2.948000e-10,3.200210e+01,3.219589e+01,3.208626e+01,-6.400928e+00,2.571745e+01,2.591004e+01,2.581415e+01,2.561127e+01,2.552699e+01,2.575565e+01,2.591469e+01
2.950000e-10,3.200208e+01,3.219596e+01,3.208609e+01,-6.401245e+00,2.571746e+01,2.591005e+01,2.581418e+01,2.561110e+01,2.552693e+01,2.575646e+01,2.591466e+01
2.952000e-10,3.200205e+01,3.219603e+01,3.208602e+01,-6.401451e+00,2.571746e+01,2.591005e+01,2.581419e+01,2.561093e+01,2.552701e+01,2.575722e+01,2.591459e+01
2.954000e-10,3.200202e+01,3.219609e+01,3.208604e+01,-6.401534e+00,2.571745e+01,2.591005e+01,2.581418e+01,2.561076e+01,2.552720e+01,2.575788e+01,2.591449e+01
2.956000e-10,3.200200e+01,3.219614e+01,3.208616e+01,-6.401494e+00,2.571744e+01,2.591004e+01,2.581415e+01,2.561061e+01,2.552750e+01,2.575839e+01,2.591436e+01
2.958000e-10,3.200198e+01,3.219617e+01,3.208635e+01,-6.401338e+00,2.571743e+01,2.591002e+01,2.581411e+01,2.561049e+01,2.552787e+01,2.575873e+01,2.591422e+01
2.960000e-10,3.200196e+01,3.219618e+01,3.208660e+01,-6.401083e+00,2.571741e+01,2.591001e+01,2.581405e+01,2.561041e+01,2.552828e+01,2.575889e+01,2.591408e+01
2.962000e-10,3.200195e+01,3.219617e+01,3.208689e+01,-6.400754e+00,2.571739e+01,2.590999e+01,2.581398e+01,2.561036e+01,2.552870e+01,2.575887e+01,2.591395e+01
2.964000e-10,3.200195e+01,3.219615e+01,3.208719e+01,-6.400377e+00,2.571738e+01,2.590998e+01,2.581390e+01,2.561036e+01,2.552911e+01,2.575870e+01,2.591384e+01
2.966000e-10,3.200196e+01,3.219610e+01,3.208748e+01,-6.399985e+00,2.571736e+01,2.590997e+01,2.581383e+01,2.561040e+01,2.552947e+01,2.575839e+01,2.591375e+01
2.968000e-10,3.200197e+01,3.219605e+01,3.208773e+01,-6.399606e+00,2.571734e+01,2.590996e+01,2.581376e+01,2.561048e+01,2.552977e+01,2.575799e+01,2.591370e+01
2.970000e-10,3.200198e+01,3.219598e+01,3.208793e+01,-6.399269e+00,2.571733e+01,2.590995e+01,2.581371e+01,2.561059e+01,2.552998e+01,2.575754e+01,2.591368e+01
2.972000e-10,3.200199e+01,3.219592e+01,3.208807e+01,-6.398996e+00,2.571733e+01,2.590994e+01,2.581367e+01,2.561072e+01,2.553011e+01,2.575707e+01,2.591369e+01
2.974000e-10,3.200201e+01,3.219586e+01,3.208813e+01,-6.398803e+00,2.571732e+01,2.590994e+01,2.581365e+01,2.561086e+01,2.553015e+01,2.575663e+01,2.591373e+01
2.976000e-10,3.200203e+01,3.219580e+01,3.208811e+01,-6.398700e+00,2.571733e+01,2.590994e+01,2.581365e+01,2.561100e+01,2.553009e+01,2.575625e+01,2.591380e+01
2.978000e-10,3.200205e+01,3.219576e+01,3.208803e+01,-6.398689e+00,2.571733e+01,2.590995e+01,2.581368e+01,2.561113e+01,2.552996e+01,2.575594e+01,2.591388e+01
2.980000e-10,3.200206e+01,3.219574e+01,3.208789e+01,-6.398764e+00,2.571734e+01,2.590995e+01,2.581372e+01,2.561124e+01,2.552977e+01,2.575574e+01,2.591398e+01
2.982000e-10,3.200207e+01,3.219573e+01,3.208771e+01,-6.398916e+00,2.571735e+01,2.590996e+01,2.581377e+01,2.561133e+01,2.552952e+01,2.575564e+01,2.591407e+01
2.984000e-10,3.200208e+01,3.219575e+01,3.208750e+01,-6.399126e+00,2.571736e+01,2.590996e+01,2.581384e+01,2.561139e+01,2.552926e+01,2.575564e+01,2.591416e+01
2.986000e-10,3.200208e+01,3.219578e+01,3.208728e+01,-6.399376e+00,2.571737e+01,2.590996e+01,2.581392e+01,2.561142e+01,2.552898e+01,2.575574e+01,2.591424e+01
2.988000e-10,3.200208e+01,3.219582e+01,3.208707e+01,-6.399644e+00,2.571738e+01,2.590997e+01,2.581399e+01,2.561142e+01,2.552872e+01,2.575590e+01,2.591430e+01
2.990000e-10,3.200207e+01,3.219587e+01,3.208689e+01,-6.399910e+00,2.571739e+01,2.590997e+01,2.581406e+01,2.561138e+01,2.552848e+01,2.575613e+01,2.591434e+01
2.992000e-10,3.200207e+01,3.219593e+01,3.208675e+01,-6.400154e+00,2.571740e+01,2.590997e+01,2.581412e+01,2.561132e+01,2.552829e+01,2.575638e+01,2.591436e+01
2.994000e-10,3.200206e+01,3.219599e+01,3.208665e+01,-6.400360e+00,2.571741e+01,2.590997e+01,2.581417e+01,2.561124e+01,2.552815e+01,2.575664e+01,2.591435e+01
2.996000e-10,3.200204e+01,3.219605e+01,3.208661e+01,-6.400516e+00,2.571741e+01,2.590996e+01,2.581420e+01,2.561115e+01,2.552807e+01,2.575688e+01,2.591433e+01
2.998000e-10,3.200203e+01,3.219610e+01,3.208662e+01,-6.400615e+00,2.571741e+01,2.590996e+01,2.581421e+01,2.561105e+01,2.552805e+01,2.575709e+01,2.591429e+01
3.000000e-10,3.200202e+01,3.219614e+01,3.208667e+01,-6.400653e+00,2.571740e+01,2.590996e+01,2.581421e+01,2.561095e+01,2.552809e+01,2.575725e+01,2.591424e+01
3.002000e-10,3.200201e+01,3.219616e+01,3.208676e+01,-6.400634e+00,2.571740e+01,2.590996e+01,2.581418e+01,2.561086e+01,2.552818e+01,2.575735e+01,2.591418e+01
3.004000e-10,3.200201e+01,3.219616e+01,3.208689e+01,-6.400563e+00,2.571739e+01,2.590996e+01,2.581414e+01,2.561078e+01,2.552831e+01,2.575739e+01,2.591412e+01
3.006000e-10,3.200200e+01,3.219615e+01,3.208703e+01,-6.400450e+00,2.571739e+01,2.590996e+01,2.581409e+01,2.561072e+01,2.552847e+01,2.575737e+01,2.591406e+01
3.008000e-10,3.200200e+01,3.219613e+01,3.208717e+01,-6.400306e+00,2.571738e+01,2.590997e+01,2.581402e+01,2.561067e+01,2.552864e+01,2.575730e+01,2.591401e+01
3.010000e-10,3.200200e+01,3.219609e+01,3.208731e+01,-6.400145e+00,2.571737e+01,2.590997e+01,2.581396e+01,2.561066e+01,2.552882e+01,2.575720e+01,2.591397e+01
3.012000e-10,3.200201e+01,3.219604e+01,3.208744e+01,-6.399979e+00,2.571737e+01,2.590998e+01,2.581389e+01,2.561066e+01,2.552899e+01,2.575706e+01,2.591394e+01
3.014000e-10,3.200201e+01,3.219599e+01,3.208753e+01,-6.399821e+00,2.571736e+01,2.590998e+01,2.581384e+01,2.561068e+01,2.552913e+01,2.575691e+01,2.591393e+01
3.016000e-10,3.200202e+01,3.219594e+01,3.208760e+01,-6.399682e+00,2.571736e+01,2.590999e+01,2.581379e+01,2.561072e+01,2.552924e+01,2.575677e+01,2.591393e+01
3.018000e-10,3.200202e+01,3.219589e+01,3.208763e+01,-6.399569e+00,2.571736e+01,2.590999e+01,2.581375e+01,2.561078e+01,2.552932e+01,2.575663e+01,2.591394e+01
3.020000e-10,3.200203e+01,3.219585e+01,3.208763e+01,-6.399488e+00,2.571736e+01,2.591000e+01,2.581373e+01,2.561084e+01,2.552936e+01,2.575653e+01,2.591396e+01
3.022000e-10,3.200204e+01,3.219582e+01,3.208760e+01,-6.399443e+00,2.571736e+01,2.591000e+01,2.581372e+01,2.561091e+01,2.552936e+01,2.575645e+01,2.591399e+01
3.024000e-10,3.200204e+01,3.219580e+01,3.208755e+01,-6.399433e+00,2.571736e+01,2.591000e+01,2.581373e+01,2.561097e+01,2.552932e+01,2.575641e+01,2.591403e+01
3.026000e-10,3.200205e+01,3.219579e+01,3.208747e+01,-6.399455e+00,2.571736e+01,2.591000e+01,2.581376e+01,2.561103e+01,2.552926e+01,2.575641e+01,2.591406e+01
3.028000e-10,3.200205e+01,3.219580e+01,3.208738e+01,-6.399506e+00,2.571737e+01,2.591000e+01,2.581379e+01,2.561108e+01,2.552917e+01,2.575644e+01,2.591410e+01
3.030000e-10,3.200205e+01,3.219582e+01,3.208728e+01,-6.399578e+00,2.571737e+01,2.591000e+01,2.581384e+01,2.561112e+01,2.552906e+01,2.575649e+01,2.591413e+01
3.032000e-10,3.200205e+01,3.219584e+01,3.208719e+01,-6.399665e+00,2.571738e+01,2.590999e+01,2.581389e+01,2.561115e+01,2.552895e+01,2.575657e+01,2.591415e+01
3.034000e-10,3.200205e+01,3.219588e+01,3.208711e+01,-6.399759e+00,2.571738e+01,2.590998e+01,2.581394e+01,2.561116e+01,2.552885e+01,2.575666e+01,2.591417e+01
3.036000e-10,3.200204e+01,3.219592e+01,3.208704e+01,-6.399853e+00,2.571739e+01,2.590997e+01,2.581398e+01,2.561115e+01,2.552875e+01,2.575676e+01,2.591418e+01
3.038000e-10,3.200204e+01,3.219596e+01,3.208700e+01,-6.399939e+00,2.571739e+01,2.590996e+01,2.581403e+01,2.561114e+01,2.552867e+01,2.575684e+01,2.591418e+01
3.040000e-10,3.200203e+01,3.219600e+01,3.208697e+01,-6.400014e+00,2.571739e+01,2.590995e+01,2.581406e+01,2.561111e+01,2.552862e+01,2.575692e+01,2.591417e+01
3.042000e-10,3.200203e+01,3.219603e+01,3.208697e+01,-6.400071e+00,2.571739e+01,2.590994e+01,2.581409e+01,2.561108e+01,2.552859e+01,2.575697e+01,2.591416e+01
3.044000e-10,3.200203e+01,3.219606e+01,3.208698e+01,-6.400110e+00,2.571739e+01,2.590994e+01,2.581410e+01,2.561104e+01,2.552858e+01,2.575701e+01,2.591415e+01
3.046000e-10,3.200202e+01,3.219608e+01,3.208701e+01,-6.400128e+00,2.571739e+01,2.590993e+01,2.581410e+01,2.561100e+01,2.552860e+01,2.575702e+01,2.591413e+01
3.048000e-10,3.200202e+01,3.219609e+01,3.208706e+01,-6.400127e+00,2.571739e+01,2.590993e+01,2.581409e+01,2.561096e+01,2.552863e+01,2.575701e+01,2.591411e+01
3.050000e-10,3.200202e+01,3.219608e+01,3.208712e+01,-6.400109e+00,2.571738e+01,2.590993e+01,2.581407e+01,2.561092e+01,2.552868e+01,2.575698e+01,2.591409e+01
3.052000e-10,3.200202e+01,3.219607e+01,3.208718e+01,-6.400076e+00,2.571738e+01,2.590994e+01,2.581405e+01,2.561089e+01,2.552874e+01,2.575693e+01,2.591408e+01
3.054000e-10,3.200202e+01,3.219605e+01,3.208724e+01,-6.400033e+00,2.571738e+01,2.590994e+01,2.581401e+01,2.561087e+01,2.552880e+01,2.575687e+01,2.591406e+01
3.056000e-10,3.200202e+01,3.219603e+01,3.208729e+01,-6.399983e+00,2.571737e+01,2.590995e+01,2.581398e+01,2.561086e+01,2.552886e+01,2.575681e+01,2.591405e+01
3.058000e-10,3.200202e+01,3.219600e+01,3.208734e+01,-6.399931e+00,2.571737e+01,2.590996e+01,2.581394e+01,2.561085e+01,2.552892e+01,2.575675e+01,2.591405e+01
3.060000e-10,3.200203e+01,3.219597e+01,3.208737e+01,-6.399880e+00,2.571737e+01,2.590997e+01,2.581391e+01,2.561086e+01,2.552896e+01,2.575669e+01,2.591404e+01
3.062000e-10,3.200203e+01,3.219594e+01,3.208739e+01,-6.399836e+00,2.571737e+01,2.590998e+01,2.581388e+01,2.561087e+01,2.552900e+01,2.575665e+01,2.591404e+01
3.064000e-10,3.200203e+01,3.219591e+01,3.208740e+01,-6.399799e+00,2.571737e+01,2.590999e+01,2.581386e+01,2.561089e+01,2.552902e+01,2.575661e+01,2.591405e+01
3.066000e-10,3.200203e+01,3.219589e+01,3.208739e+01,-6.399772e+00,2.571737e+01,2.591000e+01,2.581384e+01,2.561091e+01,2.552902e+01,2.575660e+01,2.591406e+01
3.068000e-10,3.200204e+01,3.219587e+01,3.208737e+01,-6.399757e+00,2.571737e+01,2.591001e+01,2.581384e+01,2.561093e+01,2.552901e+01,2.575660e+01,2.591407e+01
3.070000e-10,3.200204e+01,3.219587e+01,3.208735e+01,-6.399753e+00,2.571737e+01,2.591001e+01,2.581384e+01,2.561095e+01,2.552899e+01,2.575661e+01,2.591408e+01
3.072000e-10,3.200204e+01,3.219587e+01,3.208731e+01,-6.399759e+00,2.571737e+01,2.591001e+01,2.581385e+01,2.561097e+01,2.552897e+01,2.575664e+01,2.591408e+01
3.074000e-10,3.200204e+01,3.219587e+01,3.208727e+01,-6.399774e+00,2.571737e+01,2.591001e+01,2.581386e+01,2.561099e+01,2.552894e+01,2.575668e+01,2.591409e+01
3.076000e-10,3.200204e+01,3.219589e+01,3.208724e+01,-6.399796e+00,2.571737e+01,2.591000e+01,2.581388e+01,2.561101e+01,2.552890e+01,2.575672e+01,2.591410e+01
3.078000e-10,3.200204e+01,3.219590e+01,3.208720e+01,-6.399822e+00,2.571738e+01,2.591000e+01,2.581390e+01,2.561102e+01,2.552887e+01,2.575676e+01,2.591411e+01
3.080000e-10,3.200204e+01,3.219592e+01,3.208717e+01,-6.399850e+00,2.571738e+01,2.590999e+01,2.581393e+01,2.561102e+01,2.552884e+01,2.575680e+01,2.591411e+01
3.082000e-10,3.200203e+01,3.219595e+01,3.208714e+01,-6.399877e+00,2.571738e+01,2.590998e+01,2.581395e+01,2.561102e+01,2.552882e+01,2.575684e+01,2.591411e+01
3.084000e-10,3.200203e+01,3.219597e+01,3.208713e+01,-6.399902e+00,2.571738e+01,2.590997e+01,2.581397e+01,2.561102e+01,2.552880e+01,2.575686e+01,2.591411e+01
3.086000e-10,3.200203e+01,3.219599e+01,3.208712e+01,-6.399922e+00,2.571738e+01,2.590996e+01,2.581399e+01,2.561101e+01,2.552879e+01,2.575688e+01,2.591411e+01
3.088000e-10,3.200203e+01,3.219600e+01,3.208712e+01,-6.399937e+00,2.571738e+01,2.590995e+01,2.581400e+01,2.561100e+01,2.552879e+01,2.575689e+01,2.591411e+01
3.090000e-10,3.200203e+01,3.219601e+01,3.208713e+01,-6.399946e+00,2.571738e+01,2.590995e+01,2.581401e+01,2.561099e+01,2.552879e+01,2.575689e+01,2.591410e+01
3.092000e-10,3.200203e+01,3.219602e+01,3.208715e+01,-6.399948e+00,2.571738e+01,2.590994e+01,2.581401e+01,2.561098e+01,2.552880e+01,2.575688e+01,2.591410e+01
3.094000e-10,3.200203e+01,3.219602e+01,3.208717e+01,-6.399945e+00,2.571738e+01,2.590994e+01,2.581401e+01,2.561097e+01,2.552882e+01,2.575686e+01,2.591409e+01
3.096000e-10,3.200203e+01,3.219602e+01,3.208719e+01,-6.399937e+00,2.571738e+01,2.590994e+01,2.581400e+01,2.561096e+01,2.552883e+01,2.575683e+01,2.591409e+01
3.098000e-10,3.200203e+01,3.219601e+01,3.208722e+01,-6.399925e+00,2.571738e+01,2.590994e+01,2.581399e+01,2.561095e+01,2.552885e+01,2.575680e+01,2.591409e+01
3.100000e-10,3.200203e+01,3.219600e+01,3.208724e+01,-6.399911e+00,2.571738e+01,2.590994e+01,2.581398e+01,2.561094e+01,2.552887e+01,2.575678e+01,2.591408e+01
3.102000e-10,3.200203e+01,3.219599e+01,3.208726e+01,-6.399897e+00,2.571738e+01,2.590995e+01,2.581396e+01,2.561094e+01,2.552888e+01,2.575675e+01,2.591408e+01
3.104000e-10,3.200203e+01,3.219597e+01,3.208728e+01,-6.399882e+00,2.571738e+01,2.590996e+01,2.581395e+01,2.561094e+01,2.552890e+01,2.575673e+01,2.591408e+01
3.106000e-10,3.200203e+01,3.219596e+01,3.208729e+01,-6.399870e+00,2.571738e+01,2.590996e+01,2.581393e+01,2.561094e+01,2.552890e+01,2.575671e+01,2.591408e+01
3.108000e-10,3.200203e+01,3.219594e+01,3.208729e+01,-6.399860e+00,2.571737e+01,2.590997e+01,2.581392e+01,2.561094e+01,2.552891e+01,2.575670e+01,2.591408e+01
3.110000e-10,3.200203e+01,3.219593e+01,3.208729e+01,-6.399853e+00,2.571737e+01,2.590998e+01,2.581391e+01,2.561095e+01,2.552891e+01,2.575669e+01,2.591408e+01
3.112000e-10,3.200203e+01,3.219592e+01,3.208729e+01,-6.399850e+00,2.571737e+01,2.590999e+01,2.581391e+01,2.561095e+01,2.552891e+01,2.575670e+01,2.591408e+01
3.114000e-10,3.200203e+01,3.219592e+01,3.208728e+01,-6.399850e+00,2.571737e+01,2.590999e+01,2.581390e+01,2.561096e+01,2.552890e+01,2.575671e+01,2.591409e+01
3.116000e-10,3.200204e+01,3.219591e+01,3.208727e+01,-6.399854e+00,2.571737e+01,2.590999e+01,2.581390e+01,2.561096e+01,2.552889e+01,2.575672e+01,2.591409e+01
3.118000e-10,3.200204e+01,3.219592e+01,3.208725e+01,-6.399859e+00,2.571737e+01,2.591000e+01,2.581391e+01,2.561097e+01,2.552888e+01,2.575674e+01,2.591409e+01
3.120000e-10,3.200203e+01,3.219592e+01,3.208724e+01,-6.399866e+00,2.571737e+01,2.591000e+01,2.581391e+01,2.561097e+01,2.552887e+01,2.575675e+01,2.591409e+01
3.122000e-10,3.200203e+01,3.219593e+01,3.208722e+01,-6.399874e+00,2.571737e+01,2.590999e+01,2.581392e+01,2.561097e+01,2.552886e+01,2.575677e+01,2.591409e+01
3.124000e-10,3.200203e+01,3.219594e+01,3.208721e+01,-6.399882e+00,2.571737e+01,2.590999e+01,2.581393e+01,2.561097e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.126000e-10,3.200203e+01,3.219595e+01,3.208720e+01,-6.399889e+00,2.571737e+01,2.590999e+01,2.581394e+01,2.561098e+01,2.552885e+01,2.575680e+01,2.591409e+01
3.128000e-10,3.200203e+01,3.219596e+01,3.208719e+01,-6.399895e+00,2.571738e+01,2.590998e+01,2.581394e+01,2.561098e+01,2.552885e+01,2.575681e+01,2.591409e+01
3.130000e-10,3.200203e+01,3.219597e+01,3.208719e+01,-6.399899e+00,2.571738e+01,2.590998e+01,2.581395e+01,2.561097e+01,2.552884e+01,2.575682e+01,2.591409e+01
3.132000e-10,3.200203e+01,3.219598e+01,3.208719e+01,-6.399901e+00,2.571738e+01,2.590997e+01,2.581396e+01,2.561097e+01,2.552884e+01,2.575682e+01,2.591409e+01
3.134000e-10,3.200203e+01,3.219598e+01,3.208719e+01,-6.399901e+00,2.571738e+01,2.590997e+01,2.581396e+01,2.561097e+01,2.552885e+01,2.575682e+01,2.591409e+01
3.136000e-10,3.200203e+01,3.219599e+01,3.208720e+01,-6.399899e+00,2.571738e+01,2.590996e+01,2.581396e+01,2.561097e+01,2.552885e+01,2.575681e+01,2.591409e+01
3.138000e-10,3.200203e+01,3.219599e+01,3.208721e+01,-6.399896e+00,2.571738e+01,2.590996e+01,2.581396e+01,2.561097e+01,2.552885e+01,2.575680e+01,2.591409e+01
3.140000e-10,3.200203e+01,3.219599e+01,3.208721e+01,-6.399892e+00,2.571738e+01,2.590996e+01,2.581396e+01,2.561096e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.142000e-10,3.200203e+01,3.219598e+01,3.208722e+01,-6.399887e+00,2.571738e+01,2.590995e+01,2.581396e+01,2.561096e+01,2.552886e+01,2.575678e+01,2.591409e+01
3.144000e-10,3.200203e+01,3.219598e+01,3.208723e+01,-6.399882e+00,2.571738e+01,2.590995e+01,2.581396e+01,2.561096e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.146000e-10,3.200203e+01,3.219597e+01,3.208724e+01,-6.399878e+00,2.571738e+01,2.590996e+01,2.581395e+01,2.561096e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.148000e-10,3.200203e+01,3.219597e+01,3.208724e+01,-6.399874e+00,2.571738e+01,2.590996e+01,2.581395e+01,2.561096e+01,2.552888e+01,2.575675e+01,2.591409e+01
3.150000e-10,3.200203e+01,3.219596e+01,3.208725e+01,-6.399872e+00,2.571738e+01,2.590996e+01,2.581394e+01,2.561096e+01,2.552888e+01,2.575675e+01,2.591409e+01
3.152000e-10,3.200203e+01,3.219595e+01,3.208725e+01,-6.399871e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561096e+01,2.552888e+01,2.575674e+01,2.591409e+01
3.154000e-10,3.200203e+01,3.219595e+01,3.208725e+01,-6.399871e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561096e+01,2.552888e+01,2.575674e+01,2.591409e+01
3.156000e-10,3.200203e+01,3.219594e+01,3.208725e+01,-6.399872e+00,2.571738e+01,2.590997e+01,2.581393e+01,2.561096e+01,2.552888e+01,2.575674e+01,2.591409e+01
3.158000e-10,3.200203e+01,3.219594e+01,3.208724e+01,-6.399874e+00,2.571738e+01,2.590998e+01,2.581393e+01,2.561097e+01,2.552888e+01,2.575675e+01,2.591409e+01
3.160000e-10,3.200203e+01,3.219594e+01,3.208724e+01,-6.399876e+00,2.571738e+01,2.590998e+01,2.581393e+01,2.561097e+01,2.552888e+01,2.575675e+01,2.591409e+01
3.162000e-10,3.200203e+01,3.219594e+01,3.208724e+01,-6.399880e+00,2.571738e+01,2.590998e+01,2.581393e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.164000e-10,3.200203e+01,3.219594e+01,3.208723e+01,-6.399883e+00,2.571738e+01,2.590998e+01,2.581393e+01,2.561097e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.166000e-10,3.200203e+01,3.219594e+01,3.208723e+01,-6.399886e+00,2.571738e+01,2.590998e+01,2.581393e+01,2.561097e+01,2.552886e+01,2.575677e+01,2.591409e+01
3.168000e-10,3.200203e+01,3.219595e+01,3.208722e+01,-6.399888e+00,2.571738e+01,2.590998e+01,2.581394e+01,2.561097e+01,2.552886e+01,2.575678e+01,2.591409e+01
3.170000e-10,3.200203e+01,3.219595e+01,3.208722e+01,-6.399890e+00,2.571737e+01,2.590998e+01,2.581394e+01,2.561097e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.172000e-10,3.200203e+01,3.219596e+01,3.208722e+01,-6.399891e+00,2.571737e+01,2.590998e+01,2.581394e+01,2.561097e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.174000e-10,3.200203e+01,3.219596e+01,3.208722e+01,-6.399892e+00,2.571737e+01,2.590998e+01,2.581394e+01,2.561097e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.176000e-10,3.200203e+01,3.219596e+01,3.208722e+01,-6.399891e+00,2.571737e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.178000e-10,3.200203e+01,3.219597e+01,3.208722e+01,-6.399890e+00,2.571737e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.180000e-10,3.200203e+01,3.219597e+01,3.208722e+01,-6.399888e+00,2.571737e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552886e+01,2.575679e+01,2.591409e+01
3.182000e-10,3.200203e+01,3.219597e+01,3.208722e+01,-6.399887e+00,2.571737e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552886e+01,2.575678e+01,2.591409e+01
3.184000e-10,3.200203e+01,3.219597e+01,3.208723e+01,-6.399884e+00,2.571737e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552886e+01,2.575678e+01,2.591409e+01
3.186000e-10,3.200203e+01,3.219597e+01,3.208723e+01,-6.399882e+00,2.571738e+01,2.590997e+01,2.581395e+01,2.561096e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.188000e-10,3.200203e+01,3.219597e+01,3.208723e+01,-6.399880e+00,2.571738e+01,2.590996e+01,2.581395e+01,2.561096e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.190000e-10,3.200203e+01,3.219597e+01,3.208723e+01,-6.399879e+00,2.571738e+01,2.590996e+01,2.581395e+01,2.561096e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.192000e-10,3.200203e+01,3.219596e+01,3.208723e+01,-6.399878e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561096e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.194000e-10,3.200203e+01,3.219596e+01,3.208723e+01,-6.399877e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.196000e-10,3.200203e+01,3.219596e+01,3.208723e+01,-6.399877e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.198000e-10,3.200203e+01,3.219596e+01,3.208723e+01,-6.399877e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.200000e-10,3.200203e+01,3.219595e+01,3.208723e+01,-6.399878e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.202000e-10,3.200203e+01,3.219595e+01,3.208723e+01,-6.399879e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575676e+01,2.591409e+01
3.204000e-10,3.200203e+01,3.219595e+01,3.208723e+01,-6.399880e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.206000e-10,3.200203e+01,3.219595e+01,3.208723e+01,-6.399882e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575677e+01,2.591409e+01
3.208000e-10,3.200203e+01,3.219595e+01,3.208723e+01,-6.399883e+00,2.571738e+01,2.590997e+01,2.581394e+01,2.561097e+01,2.552887e+01,2.575677e+01,2.591409e+01
